2020-10-15 07:34:56.080 上午 UTC,theta_absolute,0
2020-10-15 07:34:56.124 上午 UTC,alpha_absolute,0
2020-10-15 07:34:56.124 上午 UTC,beta_absolute,0
2020-10-15 07:34:56.124 上午 UTC,delta_absolute,0
2020-10-15 07:34:56.124 上午 UTC,theta_absolute,0
2020-10-15 07:34:56.124 上午 UTC,gamma_absolute,0
2020-10-15 07:34:56.214 上午 UTC,alpha_absolute,0
2020-10-15 07:34:56.214 上午 UTC,beta_absolute,0
2020-10-15 07:34:56.214 上午 UTC,delta_absolute,0
2020-10-15 07:34:56.214 上午 UTC,theta_absolute,0
2020-10-15 07:34:56.214 上午 UTC,gamma_absolute,0
2020-10-15 07:34:56.305 上午 UTC,alpha_absolute,0
2020-10-15 07:34:56.306 上午 UTC,beta_absolute,0
2020-10-15 07:34:56.306 上午 UTC,delta_absolute,0
2020-10-15 07:34:56.306 上午 UTC,theta_absolute,0
2020-10-15 07:34:56.306 上午 UTC,gamma_absolute,0
2020-10-15 07:34:56.463 上午 UTC,alpha_absolute,0
2020-10-15 07:34:56.463 上午 UTC,beta_absolute,0
2020-10-15 07:34:56.463 上午 UTC,delta_absolute,0
2020-10-15 07:34:56.463 上午 UTC,theta_absolute,0
2020-10-15 07:34:56.463 上午 UTC,gamma_absolute,0
2020-10-15 07:34:56.555 上午 UTC,alpha_absolute,0
2020-10-15 07:34:56.555 上午 UTC,beta_absolute,0
2020-10-15 07:34:56.555 上午 UTC,delta_absolute,0
2020-10-15 07:34:56.555 上午 UTC,theta_absolute,0
2020-10-15 07:34:56.555 上午 UTC,gamma_absolute,0
2020-10-15 07:34:56.646 上午 UTC,alpha_absolute,0
2020-10-15 07:34:56.646 上午 UTC,beta_absolute,0
2020-10-15 07:34:56.647 上午 UTC,delta_absolute,0
2020-10-15 07:34:56.647 上午 UTC,theta_absolute,0
2020-10-15 07:34:56.647 上午 UTC,gamma_absolute,0
2020-10-15 07:34:56.739 上午 UTC,alpha_absolute,0
2020-10-15 07:34:56.739 上午 UTC,beta_absolute,0
2020-10-15 07:34:56.739 上午 UTC,delta_absolute,0
2020-10-15 07:34:56.739 上午 UTC,theta_absolute,0
2020-10-15 07:34:56.739 上午 UTC,gamma_absolute,0
2020-10-15 07:34:56.831 上午 UTC,alpha_absolute,0
2020-10-15 07:34:56.831 上午 UTC,beta_absolute,0
2020-10-15 07:34:56.831 上午 UTC,delta_absolute,0
2020-10-15 07:34:56.831 上午 UTC,theta_absolute,0
2020-10-15 07:34:56.831 上午 UTC,gamma_absolute,0
2020-10-15 07:34:56.902 上午 UTC,alpha_absolute,0
2020-10-15 07:34:56.902 上午 UTC,beta_absolute,0
2020-10-15 07:34:56.902 上午 UTC,delta_absolute,0
2020-10-15 07:34:56.902 上午 UTC,theta_absolute,0
2020-10-15 07:34:56.902 上午 UTC,gamma_absolute,0
2020-10-15 07:34:57.059 上午 UTC,beta_absolute,0
2020-10-15 07:34:57.060 上午 UTC,delta_absolute,0
2020-10-15 07:34:57.060 上午 UTC,theta_absolute,0
2020-10-15 07:34:57.060 上午 UTC,gamma_absolute,0
2020-10-15 07:34:57.151 上午 UTC,alpha_absolute,0
2020-10-15 07:34:57.151 上午 UTC,beta_absolute,0
2020-10-15 07:34:57.151 上午 UTC,delta_absolute,0
2020-10-15 07:34:57.151 上午 UTC,theta_absolute,0
2020-10-15 07:34:57.151 上午 UTC,gamma_absolute,0
2020-10-15 07:34:57.242 上午 UTC,alpha_absolute,0
2020-10-15 07:34:57.243 上午 UTC,beta_absolute,0
2020-10-15 07:34:57.243 上午 UTC,delta_absolute,0
2020-10-15 07:34:57.243 上午 UTC,theta_absolute,0
2020-10-15 07:34:57.243 上午 UTC,gamma_absolute,0
2020-10-15 07:34:57.336 上午 UTC,alpha_absolute,0
2020-10-15 07:34:57.336 上午 UTC,beta_absolute,0
2020-10-15 07:34:57.336 上午 UTC,delta_absolute,0
2020-10-15 07:34:57.336 上午 UTC,theta_absolute,0
2020-10-15 07:34:57.337 上午 UTC,gamma_absolute,0
2020-10-15 07:34:57.428 上午 UTC,alpha_absolute,0
2020-10-15 07:34:57.428 上午 UTC,beta_absolute,0
2020-10-15 07:34:57.428 上午 UTC,delta_absolute,0
2020-10-15 07:34:57.429 上午 UTC,theta_absolute,0
2020-10-15 07:34:57.429 上午 UTC,gamma_absolute,0
2020-10-15 07:34:57.543 上午 UTC,alpha_absolute,0
2020-10-15 07:34:57.543 上午 UTC,beta_absolute,0
2020-10-15 07:34:57.543 上午 UTC,delta_absolute,0
2020-10-15 07:34:57.543 上午 UTC,theta_absolute,0
2020-10-15 07:34:57.543 上午 UTC,gamma_absolute,0
2020-10-15 07:34:57.657 上午 UTC,alpha_absolute,0
2020-10-15 07:34:57.658 上午 UTC,beta_absolute,0
2020-10-15 07:34:57.658 上午 UTC,delta_absolute,0
2020-10-15 07:34:57.658 上午 UTC,theta_absolute,0
2020-10-15 07:34:57.658 上午 UTC,gamma_absolute,0
2020-10-15 07:34:57.749 上午 UTC,alpha_absolute,0
2020-10-15 07:34:57.749 上午 UTC,beta_absolute,0
2020-10-15 07:34:57.749 上午 UTC,delta_absolute,0
2020-10-15 07:34:57.749 上午 UTC,theta_absolute,0
2020-10-15 07:34:57.749 上午 UTC,gamma_absolute,0
2020-10-15 07:34:57.841 上午 UTC,alpha_absolute,0
2020-10-15 07:34:57.841 上午 UTC,beta_absolute,0
2020-10-15 07:34:57.841 上午 UTC,delta_absolute,0
2020-10-15 07:34:57.842 上午 UTC,theta_absolute,0
2020-10-15 07:34:57.842 上午 UTC,gamma_absolute,0
2020-10-15 07:34:57.955 上午 UTC,alpha_absolute,0
2020-10-15 07:34:57.955 上午 UTC,beta_absolute,0
2020-10-15 07:34:57.955 上午 UTC,delta_absolute,0
2020-10-15 07:34:57.955 上午 UTC,theta_absolute,0
2020-10-15 07:34:57.955 上午 UTC,gamma_absolute,0
2020-10-15 07:34:58.047 上午 UTC,alpha_absolute,0
2020-10-15 07:34:58.048 上午 UTC,beta_absolute,0
2020-10-15 07:34:58.048 上午 UTC,delta_absolute,0
2020-10-15 07:34:58.048 上午 UTC,theta_absolute,0
2020-10-15 07:34:58.048 上午 UTC,gamma_absolute,0
2020-10-15 07:34:58.140 上午 UTC,alpha_absolute,0
2020-10-15 07:34:58.140 上午 UTC,beta_absolute,0
2020-10-15 07:34:58.140 上午 UTC,delta_absolute,0
2020-10-15 07:34:58.140 上午 UTC,theta_absolute,0
2020-10-15 07:34:58.141 上午 UTC,gamma_absolute,0
2020-10-15 07:34:58.295 上午 UTC,alpha_absolute,0
2020-10-15 07:34:58.295 上午 UTC,beta_absolute,0
2020-10-15 07:34:58.295 上午 UTC,delta_absolute,0
2020-10-15 07:34:58.296 上午 UTC,theta_absolute,0
2020-10-15 07:34:58.296 上午 UTC,gamma_absolute,0
2020-10-15 07:34:58.388 上午 UTC,alpha_absolute,0
2020-10-15 07:34:58.388 上午 UTC,beta_absolute,0
2020-10-15 07:34:58.388 上午 UTC,delta_absolute,0
2020-10-15 07:34:58.388 上午 UTC,theta_absolute,0
2020-10-15 07:34:58.389 上午 UTC,gamma_absolute,0
2020-10-15 07:34:58.479 上午 UTC,alpha_absolute,0
2020-10-15 07:34:58.479 上午 UTC,beta_absolute,0
2020-10-15 07:34:58.479 上午 UTC,delta_absolute,0
2020-10-15 07:34:58.480 上午 UTC,theta_absolute,0
2020-10-15 07:34:58.480 上午 UTC,gamma_absolute,0
2020-10-15 07:34:58.551 上午 UTC,alpha_absolute,0
2020-10-15 07:34:58.551 上午 UTC,beta_absolute,0
2020-10-15 07:34:58.551 上午 UTC,delta_absolute,0
2020-10-15 07:34:58.551 上午 UTC,theta_absolute,0
2020-10-15 07:34:58.552 上午 UTC,gamma_absolute,0
2020-10-15 07:34:58.644 上午 UTC,alpha_absolute,0
2020-10-15 07:34:58.644 上午 UTC,beta_absolute,0
2020-10-15 07:34:58.644 上午 UTC,delta_absolute,0
2020-10-15 07:34:58.644 上午 UTC,theta_absolute,0
2020-10-15 07:34:58.644 上午 UTC,gamma_absolute,0
2020-10-15 07:34:58.735 上午 UTC,alpha_absolute,0
2020-10-15 07:34:58.735 上午 UTC,beta_absolute,0
2020-10-15 07:34:58.735 上午 UTC,delta_absolute,0
2020-10-15 07:34:58.735 上午 UTC,theta_absolute,0
2020-10-15 07:34:58.736 上午 UTC,gamma_absolute,0
2020-10-15 07:34:58.891 上午 UTC,alpha_absolute,0
2020-10-15 07:34:58.892 上午 UTC,beta_absolute,0
2020-10-15 07:34:58.892 上午 UTC,delta_absolute,0
2020-10-15 07:34:58.892 上午 UTC,theta_absolute,0
2020-10-15 07:34:58.892 上午 UTC,gamma_absolute,0
2020-10-15 07:34:58.983 上午 UTC,alpha_absolute,0
2020-10-15 07:34:58.983 上午 UTC,beta_absolute,0
2020-10-15 07:34:58.983 上午 UTC,delta_absolute,0
2020-10-15 07:34:58.983 上午 UTC,theta_absolute,0
2020-10-15 07:34:58.984 上午 UTC,gamma_absolute,0
2020-10-15 07:34:59.076 上午 UTC,alpha_absolute,0
2020-10-15 07:34:59.076 上午 UTC,beta_absolute,0
2020-10-15 07:34:59.077 上午 UTC,delta_absolute,0
2020-10-15 07:34:59.077 上午 UTC,theta_absolute,0
2020-10-15 07:34:59.077 上午 UTC,gamma_absolute,0
2020-10-15 07:34:59.167 上午 UTC,alpha_absolute,0
2020-10-15 07:34:59.167 上午 UTC,beta_absolute,0
2020-10-15 07:34:59.167 上午 UTC,delta_absolute,0
2020-10-15 07:34:59.167 上午 UTC,theta_absolute,0
2020-10-15 07:34:59.167 上午 UTC,gamma_absolute,0
2020-10-15 07:34:59.258 上午 UTC,alpha_absolute,0
2020-10-15 07:34:59.258 上午 UTC,beta_absolute,0
2020-10-15 07:34:59.258 上午 UTC,delta_absolute,0
2020-10-15 07:34:59.258 上午 UTC,theta_absolute,0
2020-10-15 07:34:59.258 上午 UTC,gamma_absolute,0
2020-10-15 07:34:59.351 上午 UTC,alpha_absolute,0
2020-10-15 07:34:59.351 上午 UTC,beta_absolute,0
2020-10-15 07:34:59.352 上午 UTC,delta_absolute,0
2020-10-15 07:34:59.352 上午 UTC,theta_absolute,0
2020-10-15 07:34:59.352 上午 UTC,gamma_absolute,0
2020-10-15 07:34:59.497 上午 UTC,alpha_absolute,0
2020-10-15 07:34:59.497 上午 UTC,beta_absolute,0
2020-10-15 07:34:59.497 上午 UTC,delta_absolute,0
2020-10-15 07:34:59.497 上午 UTC,theta_absolute,0
2020-10-15 07:34:59.497 上午 UTC,gamma_absolute,0
2020-10-15 07:34:59.588 上午 UTC,alpha_absolute,0
2020-10-15 07:34:59.588 上午 UTC,beta_absolute,0
2020-10-15 07:34:59.588 上午 UTC,delta_absolute,0
2020-10-15 07:34:59.588 上午 UTC,theta_absolute,0
2020-10-15 07:34:59.588 上午 UTC,gamma_absolute,0
2020-10-15 07:34:59.680 上午 UTC,alpha_absolute,0
2020-10-15 07:34:59.680 上午 UTC,beta_absolute,0
2020-10-15 07:34:59.680 上午 UTC,delta_absolute,0
2020-10-15 07:34:59.680 上午 UTC,theta_absolute,0
2020-10-15 07:34:59.681 上午 UTC,gamma_absolute,0
2020-10-15 07:34:59.793 上午 UTC,alpha_absolute,0
2020-10-15 07:34:59.793 上午 UTC,beta_absolute,0
2020-10-15 07:34:59.793 上午 UTC,delta_absolute,0
2020-10-15 07:34:59.793 上午 UTC,theta_absolute,0
2020-10-15 07:34:59.794 上午 UTC,gamma_absolute,0
2020-10-15 07:34:59.886 上午 UTC,alpha_absolute,0
2020-10-15 07:34:59.886 上午 UTC,beta_absolute,0
2020-10-15 07:34:59.886 上午 UTC,delta_absolute,0
2020-10-15 07:34:59.887 上午 UTC,theta_absolute,0
2020-10-15 07:34:59.887 上午 UTC,gamma_absolute,0
2020-10-15 07:34:59.978 上午 UTC,alpha_absolute,0
2020-10-15 07:34:59.978 上午 UTC,beta_absolute,0
2020-10-15 07:34:59.979 上午 UTC,delta_absolute,0
